Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
f1-pilot-tr90-polarized-motorcycle-sunglasses,Lunettes de moto polarisées f1 pilot tr90,"<h2>Lunettes de Soleil Moto Polarisées F1 Pilot TR90</h2>
<p>Les Lunettes de Soleil Moto Polarisées F1 Pilot TR90 sont spécialement conçues pour les motards à la recherche d'un mélange parfait entre style et fonctionnalité.</p>
<p>Ces lunettes offrent une réduction supérieure des reflets, une protection UV à 100 % et la durabilité du matériau TR90, ce qui en fait un choix incontournable sur le marché.</p>
<p>Le design angulaire dynamique non seulement améliore l'attrait visuel mais assure également un confort optimal lors de longues sorties.</p>
<ul>
<li>🌞 <strong>Clarté Visuelle Améliorée :</strong> Les verres polarisés réduisent considérablement les reflets, offrant une vision plus claire même par temps lumineux.</li>
<li>🛡️ <strong>Protection des Yeux :</strong> La protection UV complète protège les yeux des rayons ultraviolets nocifs, réduisant le risque de fatigue oculaire et de dommages à long terme.</li>
<li>💪 <strong>Durabilité et Flexibilité :</strong> Fabriqué en matériau TR90, le cadre est léger mais très durable et flexible, garantissant qu'il peut résister à une utilisation rigoureuse.</li>
<li>😎 <strong>Look Stylé :</strong> Le design angulaire dynamique offre une esthétique moderne et élégante qui séduit les motards soucieux de la mode.</li>
<li>🚴‍♂️<strong>Confort Pendant les Longues Sorties :</strong> Conçu ergonomiquement pour offrir un ajustement confortable, minimisant l'inconfort lors de port prolongé.</li>
</ul>
<h3>Caractéristiques du Produit :</h3>
<ul>
<li>
<strong>Type de Verre :</strong> Polarisé</li>
<li>
<strong>Protection UV :</strong> 100% Protection UV</li>
<li>
<strong>Matière du Cadre :</strong> TR90 (Thermoplastique)</li>
<li>
<strong>Design :</strong> Design Angulaire Dynamique</li>
<li>
<strong>Légèreté :</strong><br>
</li>
</ul>
<h3>Ce qui est inclus :</h3>
<ul>
<li>x1 Paire de Lunette de la couleur de votre choix</li>
</ul>
<p> </p>",Mode et Style,Uncategorized,Motorcycle Sunglasses,Motorcycle Sunglasses,true,Couleur,Noir,,,,,,,,71:29#Leather Case;73:175#C1 Black,0.0,shopify,100,continue,manual,19.50,,true,false,,https://cdn.shopify.com/s/files/1/0920/2581/5423/files/main_images__c1_black.jpg?v=1748096804,1,"",false,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0920/2581/5423/files/main_images__c1_black.jpg?v=1748096804,kg,,,active
f1-pilot-tr90-polarized-motorcycle-sunglasses,,,,,,,,,Bleu,,,,,,,,71:29#Leather Case;73:29#C6 Mirror Ice Blue,0.0,shopify,100,continue,manual,19.50,,true,false,,https://cdn.shopify.com/s/files/1/0920/2581/5423/files/main_images__c2_black.jpg?v=1748096804,2,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0920/2581/5423/files/main_images__c2_black.jpg?v=1748096804,kg,,,
f1-pilot-tr90-polarized-motorcycle-sunglasses,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0920/2581/5423/files/main_images__c4_red_frame.jpg?v=1748096804,3,"",,,,,,,,,,,,,,,,,,,
f1-pilot-tr90-polarized-motorcycle-sunglasses,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0920/2581/5423/files/main_images__c5_blue_frame.jpg?v=1748096804,4,"",,,,,,,,,,,,,,,,,,,
dashcam-action-for-cyclists-motorbikes-dash-vision,Dashcam action (pour cyclistes & motards) | dash vision,"<h2>Dashcam Action pour Cyclistes &amp; Motards</h2>
<p>La Dashcam Action est spécialement conçue pour les cyclistes et les motards. Compacte et facile à installer, cette dashcam capture des vidéos en haute définition 1080P avec un objectif grand angle de 120°.</p>
<p>Elle dispose d'une batterie longue durée de 4 heures, d'une connectivité sans fil, d'une construction étanche, d'un microphone intégré et de capacités de vision nocturne. </p>
<p>Ce produit se distingue par sa durabilité et sa fonctionnalité dans diverses conditions météorologiques, ce qui en fait un compagnon idéal pour les sorties prolongées.</p>
<ul>
<li>📷 <strong>Qualité Vidéo Haute Définition :</strong> La résolution 1080P garantit une capture vidéo claire et détaillée.</li>
<li>🌐 <strong>Angle de Vue Large :</strong> L'objectif de 120° offre un champ de vision large pour capturer plus de votre environnement.</li>
<li>🔋 <strong>Batterie Longue Durée :</strong> Avec jusqu'à 4 heures d'autonomie, vous pouvez enregistrer vos trajets longs sans avoir besoin de recharger fréquemment.</li>
<li>📡 <strong>Connectivité Sans Fil :</strong> La connectivité sans fil facilite le transfert des vidéos vers d'autres appareils.</li>
<li>☔ <strong>Durable par Tous Temps :</strong> La construction étanche assure que la dashcam fonctionne fiablement quelles que soient les conditions météorologiques.</li>
<li>
<strong>Sécurité Améliorée :</strong>
<ul>
<li>
<em>Microphone Intégré :</em> Capture audio pour une expérience d'enregistrement complète.</li>
<li>
<em>Vision Nocturne :</em> Assure une visibilité et une qualité d'enregistrement élevées même en faible luminosité.</li>
</ul>
</li>
</ul>
<h3>Caractéristiques du produit :</h3>
<ul>
<li>
<strong>Résolution :</strong> 1080P HD</li>
<li>
<strong>Angle de l'Objectif :</strong> 120°</li>
<li>
<strong>Autonomie de la Batterie :</strong> 4 heures</li>
<li>
<strong>Connectivité :</strong> Sans Fil</li>
<li>
<strong>Étanchéité :</strong> Oui</li>
<li>
<strong>Microphone Intégré :</strong> Oui</li>
<li>
<strong>Vision Nocturne :</strong> Oui</li>
<!-- Ajouter dimensions/poids/matériaux si disponibles -->
</ul>
<h3>Ce qui est inclus :</h3>
<ul>
<li>Dashcam Action (Pour Cyclistes &amp; Motards)</li>
<!-- Ajouter accessoires inclus si disponibles -->
</ul>",Équipement Moto,,Caméra de bord,Caméra de bord,true,Title,Default Title,,,,,,,,DVS-DASHCAMACTION,0.0,shopify,100,continue,manual,9.99,0.00,true,true,,https://cdn.shopify.com/s/files/1/0920/2581/5423/files/Untitleddesign_11_5fd569b9-98e9-485b-84ef-61f95c19273c.jpg?v=1748096719,1,"",false,,,,,,,,,,,,,,,kg,,,active
dashcam-action-for-cyclists-motorbikes-dash-vision,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0920/2581/5423/files/1_fb369273-5b5a-45b0-834e-f8c027dca706.png?v=1748096719,2,"",,,,,,,,,,,,,,,,,,,
dashcam-action-for-cyclists-motorbikes-dash-vision,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0920/2581/5423/files/71qzkh33cuL._AC_SL1500_d16ec079-ece2-43fa-8868-c97d334e71a7.jpg?v=1748096719,3,"",,,,,,,,,,,,,,,,,,,
dashcam-action-for-cyclists-motorbikes-dash-vision,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0920/2581/5423/files/s-l1600_8_d780f0b7-4483-427c-8b21-65f2bf293714.jpg?v=1748096719,4,"",,,,,,,,,,,,,,,,,,,
dashcam-action-for-cyclists-motorbikes-dash-vision,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0920/2581/5423/files/81xgUJ_rQHL._AC_SL1500_f5e49e74-c29c-43c1-91b5-0bf742cd1a4d.jpg?v=1748096719,5,"",,,,,,,,,,,,,,,,,,,
dashcam-action-for-cyclists-motorbikes-dash-vision,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0920/2581/5423/files/2_57ab7af3-2fa2-44b0-b733-458130a30ace.png?v=1748096719,6,"",,,,,,,,,,,,,,,,,,,
dashcam-action-for-cyclists-motorbikes-dash-vision,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0920/2581/5423/files/3_c4c1b34b-6f12-432e-8621-0115c3041231.png?v=1748096719,7,"",,,,,,,,,,,,,,,,,,,
dashcam-action-for-cyclists-motorbikes-dash-vision,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0920/2581/5423/files/4_bfe52075-1dfd-42ea-a670-ac92acdc7a23.png?v=1748096719,8,"",,,,,,,,,,,,,,,,,,,
dashcam-action-for-cyclists-motorbikes-dash-vision,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0920/2581/5423/files/5_3c44702a-ff7b-4292-ae6d-a3e7b68c9858.png?v=1748096719,9,"",,,,,,,,,,,,,,,,,,,
dashcam-action-for-cyclists-motorbikes-dash-vision,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0920/2581/5423/files/6_56b2fc53-d592-4e4c-946f-4d092460eb12.png?v=1748096719,10,"",,,,,,,,,,,,,,,,,,,
dashcam-action-for-cyclists-motorbikes-dash-vision,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0920/2581/5423/files/1_2_7967a009-73d5-486a-bb9b-4258278a9c6b.png?v=1748096719,11,"",,,,,,,,,,,,,,,,,,,
dashcam-pro-front-rear-free-32gb-sd-card,Dashcam pro (avant et arrière) carte sd 64gb gratuite,"<h2>Dashcam Pro (avant et arrière) Carte SD 64GB gratuite</h2>
<p>Faites de la sécurité votre priorité absolue avec notre Dashcam Pro. Cette dashcam avancée est équipée de deux caméras, offrant un enregistrement complet à l'avant et à l'arrière pour une protection totale pendant la conduite.</p>
<p>Dotée d'une détection automatique des collisions, elle enregistre des vidéos ultra-claires en Full HD 1080p dès que votre véhicule démarre. Les séquences peuvent être facilement visionnées sur un grand écran de 4 pouces, ce qui simplifie le suivi et la gestion de vos enregistrements.</p>
<ul>
<li>📹 <strong>Sécurité améliorée :</strong> Les deux caméras offrent une couverture complète, garantissant que les incidents à l'avant et à l'arrière sont enregistrés.</li>
<li>🎥 <strong>Enregistrement haute définition :</strong> La qualité vidéo Full HD 1080p assure des images claires et détaillées.</li>
<li>🚗 <strong>Simplicité d'utilisation :</strong> L'enregistrement automatique au démarrage du véhicule simplifie l'utilisation; pas besoin de démarrer ou d'arrêter les enregistrements manuellement.</li>
<li>📺 <strong>Grand écran :</strong> L'écran de 4 pouces permet une visualisation facile et une gestion aisée des vidéos enregistrées.</li>
<li>💾 <strong>Espace de stockage suffisant :</strong> Une carte SD gratuite de 64 Go est incluse, offrant un espace de stockage substantiel pour les enregistrements.</li>
<li>🔍 <strong>Détection des collisions :</strong> Détecte automatiquement les collisions, fournissant des preuves cruciales en cas d'accident.</li>
</ul>
<h3>Caractéristiques du produit :</h3>
<ul>
<li>
<strong>Cameras:</strong> Deux caméras pour un enregistrement avant et arrière</li>
<li>
<strong>Qualité vidéo:</strong> Full HD 1080p</li>
<li>
<strong>Taille de l'écran:</strong> 4 pouces</li>
<li>
<strong>Espace de stockage:</strong> Livrée avec une carte SD gratuite de 64 Go</li>
<li>
<strong>Détection des collisions:</strong> Fonction automatique de détection des collisions</li>
</ul>
<h3>Ce qui est inclus :</h3>
<ul>
<li>Unité Dashcam Pro (avant &amp; arrière) </li>
<li>Carte SD gratuite de 64 Go </li>
<li>Matériel de montage </li>
<li>Câble USB pour transfert de données </li>
<li>Manuel d'utilisation </li>
</ul>",Équipement Moto,,Caméra de bord,Caméra de bord,true,Title,Default Title,,,,,,,,DVS-DASHCAMPRO1,0.0,shopify,100,continue,manual,9.99,0.00,true,true,,https://cdn.shopify.com/s/files/1/0920/2581/5423/files/PackagingMockup_4_5463be9f-0239-429e-b464-392ed4e90064.png?v=1748096634,1,"",false,,,,,,,,,,,,,,,kg,,,active
dashcam-pro-front-rear-free-32gb-sd-card,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0920/2581/5423/files/ProMainImagewithoutSDcard_0c69e65d-c6de-4aef-93ff-2d27f96098ad.png?v=1748096634,2,"",,,,,,,,,,,,,,,,,,,
dashcam-pro-front-rear-free-32gb-sd-card,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0920/2581/5423/files/1_2013c37a-03ae-4f45-9d16-a5cf51b46546.png?v=1748096634,3,"",,,,,,,,,,,,,,,,,,,
dashcam-pro-front-rear-free-32gb-sd-card,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0920/2581/5423/files/3_d6593973-c303-4e7b-af91-7ff1f52c7bbb.png?v=1748096634,4,"",,,,,,,,,,,,,,,,,,,
dashcam-pro-front-rear-free-32gb-sd-card,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0920/2581/5423/files/4_be28a631-ce29-43b6-915c-e3e69fbbff7c.jpg?v=1748096634,5,"",,,,,,,,,,,,,,,,,,,
dashcam-pro-front-rear-free-32gb-sd-card,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0920/2581/5423/files/2_5eac6733-f164-4382-bd68-8d2b48856462.png?v=1748096634,6,"",,,,,,,,,,,,,,,,,,,
dashcam-pro-front-rear-free-32gb-sd-card,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0920/2581/5423/files/DashCamPlusInfographic_0002_06_116fce8e-8cc6-4af1-a0fa-af0d28a8e0cf.jpg?v=1748096634,7,"",,,,,,,,,,,,,,,,,,,
dashcam-pro-front-rear-free-32gb-sd-card,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0920/2581/5423/files/7_576188a4-67e4-4943-99dd-fa51ee60e79d.png?v=1748096634,8,"",,,,,,,,,,,,,,,,,,,
dashcam-pro-front-rear-free-32gb-sd-card,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0920/2581/5423/files/8_9c6afdd5-0d0c-4b89-aa67-8700727ed0e0.png?v=1748096634,9,"",,,,,,,,,,,,,,,,,,,
dashcam-pro-front-rear-free-32gb-sd-card,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0920/2581/5423/files/5_7b2c54eb-6b88-4ea7-b772-751b29648fc0.png?v=1748096634,10,"",,,,,,,,,,,,,,,,,,,
dashcam-pro-front-rear-free-32gb-sd-card,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0920/2581/5423/files/6_6cc3de2e-a9fb-44f9-ac2e-35df75bed4cd.png?v=1748096634,11,"",,,,,,,,,,,,,,,,,,,
dashcam-pro-front-rear-free-32gb-sd-card,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0920/2581/5423/files/4.png?v=1748096634,12,"",,,,,,,,,,,,,,,,,,,
dashcam-lite-front-camera-only-dashvision,Caméra de bord lite,"<h2>Caméra de Bord Dash Cam Lite</h2>
<p>La Dash Cam Lite est une caméra de bord compacte et puissante, conçue pour offrir une protection discrète mais complète à votre véhicule. Que vous soyez en train de conduire ou stationné, cet appareil capture des vidéos claires en 1080p HD, assurant ainsi une preuve fiable en cas d'incidents.</p>
<p>Ce qui distingue la Dash Cam Lite de ses concurrents est sa petite taille combinée à des capacités d'enregistrement vidéo de haute qualité, en faisant un ajout discret mais essentiel à tout véhicule.</p>
<ul>
<li>📹 <strong>Qualité Vidéo Haute Définition :</strong> Capture les incidents en 1080p HD clair pour obtenir des images détaillées.</li>
<li>🚗 <strong>Design Discret :</strong> La taille compacte permet un placement discret sur votre pare-brise.</li>
<li>⚠️ <strong>Détection d'Incidents :</strong> Enregistre automatiquement lorsqu'il détecte des mouvements brusques ou des impacts.</li>
<li>🔄 <strong>Enregistrement en Boucle :</strong> Enregistre continuellement par-dessus les anciennes séquences pour ne jamais manquer d'espace de stockage.</li>
<li>🌙 <strong>Vision Nocturne :</strong> Assure un enregistrement clair même dans des conditions de faible luminosité.</li>
<li>🌐 <strong>Lentille Grand Angle :</strong> Couvre un champ de vision plus large pour capturer davantage de la route.</li>
</ul>
<h3>Caractéristiques du Produit</h3>
<ul>
<li>
<strong>Résolution Vidéo :</strong> 1080p HD</li>
<li>
<strong>Taille :</strong> Design compact et discret (dimensions exactes à fournir)</li>
<li>
<strong>Poids :</strong> Léger (poids exact à fournir)</li>
<li>
<strong>Matières Utilisées :</strong> Plastique durable et matériaux de lentille haute qualité</li>
<li style=""font-weight: bold;""><strong>Détection d'incidents</strong></li>
<li style=""font-weight: bold;""><strong>Enregistrement en boucle</strong></li>
<li style=""font-weight: bold;""><strong>Vision nocturne</strong></li>
<li><strong>Lentille grand angle </strong></li>
<li>
<strong>Capacités</strong> : Supporte les cartes microSD jusqu'à 128GB</li>
<li>
<strong>Compatibilité</strong> : Compatible avec la plupart des véhicules ; installation facile avec montage adhésif ou ventouse</li>
</ul>
<h3>Ce qui est inclus :</h3>
<ul>
<li> Unité Dash Cam Lite</li>
<li> Support adhésif ou ventouse (au choix)</li>
<li> Câble USB pour connexion électrique</li>
<li> Manuel utilisateur </li>
</ul>
<p><em>*Certifications CE et FCC </em></p>",Équipement Moto,Uncategorized,Caméra de bord,Caméra de bord,true,Title,Default Title,,,,,,,,DVS-DASHCAMMINI,0.0,shopify,100,continue,manual,19.50,0.00,true,true,,https://cdn.shopify.com/s/files/1/0920/2581/5423/files/image1_4ff1d71f-c5ed-4acd-be35-459f2c9ba1b6.jpg?v=1748096543,1,"",false,,,,,,,,,,,,,,,kg,,,active
dashcam-lite-front-camera-only-dashvision,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0920/2581/5423/files/image3_285b9be2-4927-49e4-8d09-e880f9b4a10d.jpg?v=1748096543,2,"",,,,,,,,,,,,,,,,,,,
dashcam-lite-front-camera-only-dashvision,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0920/2581/5423/files/image6_01969e49-8a13-46b3-a4e4-8aaee0a7f552.jpg?v=1748096543,3,"",,,,,,,,,,,,,,,,,,,
dashcam-lite-front-camera-only-dashvision,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0920/2581/5423/files/image5_4e5f2362-409c-4747-8039-c53fd7d3133a.jpg?v=1748096543,4,"",,,,,,,,,,,,,,,,,,,
